sample_number,stage_number,stage_name,image_filename,detected_class,confidence,x1,y1,x2,y2,box_width,box_height,inference_time_ms
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.33045,1181.68,524.44,1223.81,633.26,42.13,108.82,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,umbrella,0.31389,636.86,489.73,727.51,543.27,90.65,53.54,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.18232,1040.12,485.95,1062.5,519.45,22.37,33.5,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,car,0.1169,0.0,556.03,21.07,624.32,21.07,68.29,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,traffic light,0.10495,1124.08,446.72,1157.82,522.71,33.75,75.99,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.10023,698.73,518.35,741.18,626.84,42.44,108.49,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,car,0.09886,0.5,468.97,108.92,600.7,108.42,131.73,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,car,0.097,574.27,498.87,653.11,569.32,78.84,70.45,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.09228,1096.65,522.05,1124.19,608.82,27.54,86.77,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,traffic light,0.08468,1125.06,431.58,1162.18,523.92,37.12,92.34,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.07405,905.9,470.6,948.24,563.4,42.34,92.8,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,person,0.05812,1014.44,487.42,1033.32,519.45,18.88,32.03,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,traffic light,0.05789,1114.5,441.35,1156.97,525.59,42.47,84.24,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,car,0.05427,571.44,489.39,732.76,563.32,161.33,73.92,147.19
sample_012,5,full_appearance,5_full_appearance.jpg,car,0.05269,1513.99,537.39,1562.48,567.16,48.5,29.77,147.19
